image_id,class_name,nombre_imagen,numero_imagen,carpeta_origen,imagen,clase_real,clase_real_patologo,clase_predicha_raw,clase_predicha,probabilidad,image_caption_blip_raw,image_caption_blip,caption_blip_util,blip_cues_json,class_prototype_morphology_json,class_prototype_caption,morphology_v2_json,caption_v2_vlm,hybrid_weak_caption,error_tipo,error_msg
METAMYELOCYTE_821554,Myelocyte,METAMYELOCYTE_821554.jpg,METAMYELOCYTE_821554,ig,/content/drive/MyDrive/TFM/blood-cell-vllm/imagenes/ig/METAMYELOCYTE_821554.jpg,metamyelocyte,METAMYELOCYTE,myelocyte,myelocyte,0.673603,A purple and white substance.,A purple and white substance.,0,{},"{""cytoplasm_amount"": ""undefined"", ""cytoplasm_color"": ""undefined"", ""granulation"": ""undefined"", ""inclusions"": ""undefined"", ""nuclear_chromatin"": ""undefined"", ""nucleocytoplasmic_ratio"": ""undefined"", ""nucleoli"": ""undefined"", ""nucleus_segments"": ""undefined"", ""nucleus_shape"": ""undefined"", ""size"": ""undefined"", ""villi"": ""undefined""}",A Myelocyte cell.,"{""confidence"": {""cytoplasm_amount"": 0.4, ""cytoplasm_color"": 0.4, ""granulation"": 0.4, ""inclusions"": 0.4, ""nuclear_chromatin"": 0.4, ""nucleocytoplasmic_ratio"": 0.4, ""nucleoli"": 0.4, ""nucleus_segments"": 0.4, ""nucleus_shape"": 0.4, ""size"": 0.4, ""villi"": 0.4}, ""cytoplasm_amount"": ""undefined"", ""cytoplasm_color"": ""undefined"", ""granulation"": ""undefined"", ""inclusions"": ""undefined"", ""nuclear_chromatin"": ""undefined"", ""nucleocytoplasmic_ratio"": ""undefined"", ""nucleoli"": ""undefined"", ""nucleus_segments"": ""undefined"", ""nucleus_shape"": ""undefined"", ""size"": ""undefined"", ""villi"": ""undefined""}",A Myelocyte cell.,A Myelocyte cell.,,
METAMYELOCYTE_827503,Promyelocyte,METAMYELOCYTE_827503.jpg,METAMYELOCYTE_827503,ig,/content/drive/MyDrive/TFM/blood-cell-vllm/imagenes/ig/METAMYELOCYTE_827503.jpg,metamyelocyte,METAMYELOCYTE,promyelocyte,promyelocyte,0.592424,A purple and white substance.,A purple and white substance.,0,{},"{""cytoplasm_amount"": ""undefined"", ""cytoplasm_color"": ""undefined"", ""granulation"": ""undefined"", ""inclusions"": ""undefined"", ""nuclear_chromatin"": ""undefined"", ""nucleocytoplasmic_ratio"": ""undefined"", ""nucleoli"": ""undefined"", ""nucleus_segments"": ""undefined"", ""nucleus_shape"": ""undefined"", ""size"": ""undefined"", ""villi"": ""undefined""}",A Promyelocyte cell.,"{""confidence"": {""cytoplasm_amount"": 0.4, ""cytoplasm_color"": 0.4, ""granulation"": 0.4, ""inclusions"": 0.4, ""nuclear_chromatin"": 0.4, ""nucleocytoplasmic_ratio"": 0.4, ""nucleoli"": 0.4, ""nucleus_segments"": 0.4, ""nucleus_shape"": 0.4, ""size"": 0.4, ""villi"": 0.4}, ""cytoplasm_amount"": ""undefined"", ""cytoplasm_color"": ""undefined"", ""granulation"": ""undefined"", ""inclusions"": ""undefined"", ""nuclear_chromatin"": ""undefined"", ""nucleocytoplasmic_ratio"": ""undefined"", ""nucleoli"": ""undefined"", ""nucleus_segments"": ""undefined"", ""nucleus_shape"": ""undefined"", ""size"": ""undefined"", ""villi"": ""undefined""}",A Promyelocyte cell.,A Promyelocyte cell.,,
METAMYELOCYTE_900837,Neutrophil Band,METAMYELOCYTE_900837.jpg,METAMYELOCYTE_900837,ig,/content/drive/MyDrive/TFM/blood-cell-vllm/imagenes/ig/METAMYELOCYTE_900837.jpg,metamyelocyte,METAMYELOCYTE,band,band,0.988173,Purple and white cells in a cell.,Purple and white cells in a cell.,0,{},"{""cytoplasm_amount"": ""wide"", ""cytoplasm_color"": ""azurophilic"", ""granulation"": ""azurophil"", ""inclusions"": ""absent"", ""nuclear_chromatin"": ""condensed/heterogeneous"", ""nucleocytoplasmic_ratio"": ""low"", ""nucleoli"": ""absent"", ""nucleus_segments"": ""0"", ""nucleus_shape"": ""band"", ""size"": ""intermediate"", ""villi"": ""absent""}","A Neutrophil Band cell with intermediate size, low nucleocytoplasmic ratio, a band nucleus (0), condensed/heterogeneous chromatin, absent nucleoli, wide azurophilic cytoplasm, azurophil granulation, absent inclusions, and absent villi.","{""confidence"": {""cytoplasm_amount"": 0.95, ""cytoplasm_color"": 0.95, ""granulation"": 0.95, ""inclusions"": 0.95, ""nuclear_chromatin"": 0.95, ""nucleocytoplasmic_ratio"": 0.95, ""nucleoli"": 0.95, ""nucleus_segments"": 0.95, ""nucleus_shape"": 0.95, ""size"": 0.95, ""villi"": 0.95}, ""cytoplasm_amount"": ""wide"", ""cytoplasm_color"": ""azurophilic"", ""granulation"": ""azurophil"", ""inclusions"": ""absent"", ""nuclear_chromatin"": ""condensed/heterogeneous"", ""nucleocytoplasmic_ratio"": ""low"", ""nucleoli"": ""absent"", ""nucleus_segments"": ""0"", ""nucleus_shape"": ""band"", ""size"": ""intermediate"", ""villi"": ""absent""}","A Neutrophil Band cell with intermediate size, low nucleocytoplasmic ratio, a band nucleus (0), condensed/heterogeneous chromatin, absent nucleoli, wide azurophilic cytoplasm, azurophil granulation, absent inclusions, and absent villi.","A Neutrophil Band cell with intermediate size, low nucleocytoplasmic ratio, a band nucleus (0), condensed/heterogeneous chromatin, absent nucleoli, wide azurophilic cytoplasm, azurophil granulation, absent inclusions, and absent villi.",,
METAMYELOCYTE_902126,Neutrophil Band,METAMYELOCYTE_902126.jpg,METAMYELOCYTE_902126,ig,/content/drive/MyDrive/TFM/blood-cell-vllm/imagenes/ig/METAMYELOCYTE_902126.jpg,metamyelocyte,METAMYELOCYTE,band,band,0.687834,A purple and white substance.,A purple and white substance.,0,{},"{""cytoplasm_amount"": ""wide"", ""cytoplasm_color"": ""azurophilic"", ""granulation"": ""azurophil"", ""inclusions"": ""absent"", ""nuclear_chromatin"": ""condensed/heterogeneous"", ""nucleocytoplasmic_ratio"": ""low"", ""nucleoli"": ""absent"", ""nucleus_segments"": ""0"", ""nucleus_shape"": ""band"", ""size"": ""intermediate"", ""villi"": ""absent""}","A Neutrophil Band cell with intermediate size, low nucleocytoplasmic ratio, a band nucleus (0), condensed/heterogeneous chromatin, absent nucleoli, wide azurophilic cytoplasm, azurophil granulation, absent inclusions, and absent villi.","{""confidence"": {""cytoplasm_amount"": 0.95, ""cytoplasm_color"": 0.95, ""granulation"": 0.95, ""inclusions"": 0.95, ""nuclear_chromatin"": 0.95, ""nucleocytoplasmic_ratio"": 0.95, ""nucleoli"": 0.95, ""nucleus_segments"": 0.95, ""nucleus_shape"": 0.95, ""size"": 0.95, ""villi"": 0.95}, ""cytoplasm_amount"": ""wide"", ""cytoplasm_color"": ""azurophilic"", ""granulation"": ""azurophil"", ""inclusions"": ""absent"", ""nuclear_chromatin"": ""condensed/heterogeneous"", ""nucleocytoplasmic_ratio"": ""low"", ""nucleoli"": ""absent"", ""nucleus_segments"": ""0"", ""nucleus_shape"": ""band"", ""size"": ""intermediate"", ""villi"": ""absent""}","A Neutrophil Band cell with intermediate size, low nucleocytoplasmic ratio, a band nucleus (0), condensed/heterogeneous chromatin, absent nucleoli, wide azurophilic cytoplasm, azurophil granulation, absent inclusions, and absent villi.","A Neutrophil Band cell with intermediate size, low nucleocytoplasmic ratio, a band nucleus (0), condensed/heterogeneous chromatin, absent nucleoli, wide azurophilic cytoplasm, azurophil granulation, absent inclusions, and absent villi.",,
METAMYELOCYTE_905419,Monocyte,METAMYELOCYTE_905419.jpg,METAMYELOCYTE_905419,ig,/content/drive/MyDrive/TFM/blood-cell-vllm/imagenes/ig/METAMYELOCYTE_905419.jpg,metamyelocyte,METAMYELOCYTE,monocyte,monocyte,0.602905,A purple and white cell.,A purple and white cell.,0,{},"{""cytoplasm_amount"": ""moderate"", ""cytoplasm_color"": ""grayish"", ""granulation"": ""in fine sand"", ""inclusions"": ""absent"", ""nuclear_chromatin"": ""homogeneous/open/low condensed"", ""nucleocytoplasmic_ratio"": ""moderate"", ""nucleoli"": ""absent"", ""nucleus_segments"": ""mononuclear"", ""nucleus_shape"": ""indented"", ""size"": ""high"", ""villi"": ""absent""}","A Monocyte cell with high size, moderate nucleocytoplasmic ratio, a indented nucleus (mononuclear), homogeneous/open/low condensed chromatin, absent nucleoli, moderate grayish cytoplasm, in fine sand granulation, absent inclusions, and absent villi.","{""confidence"": {""cytoplasm_amount"": 0.95, ""cytoplasm_color"": 0.95, ""granulation"": 0.95, ""inclusions"": 0.95, ""nuclear_chromatin"": 0.95, ""nucleocytoplasmic_ratio"": 0.95, ""nucleoli"": 0.95, ""nucleus_segments"": 0.95, ""nucleus_shape"": 0.95, ""size"": 0.95, ""villi"": 0.95}, ""cytoplasm_amount"": ""moderate"", ""cytoplasm_color"": ""grayish"", ""granulation"": ""in fine sand"", ""inclusions"": ""absent"", ""nuclear_chromatin"": ""homogeneous/open/low condensed"", ""nucleocytoplasmic_ratio"": ""moderate"", ""nucleoli"": ""absent"", ""nucleus_segments"": ""mononuclear"", ""nucleus_shape"": ""indented"", ""size"": ""high"", ""villi"": ""absent""}","A Monocyte cell with high size, moderate nucleocytoplasmic ratio, a indented nucleus (mononuclear), homogeneous/open/low condensed chromatin, absent nucleoli, moderate grayish cytoplasm, in fine sand granulation, absent inclusions, and absent villi.","A Monocyte cell with high size, moderate nucleocytoplasmic ratio, a indented nucleus (mononuclear), homogeneous/open/low condensed chromatin, absent nucleoli, moderate grayish cytoplasm, in fine sand granulation, absent inclusions, and absent villi.",,
METAMYELOCYTE_914910,Myelocyte,METAMYELOCYTE_914910.jpg,METAMYELOCYTE_914910,ig,/content/drive/MyDrive/TFM/blood-cell-vllm/imagenes/ig/METAMYELOCYTE_914910.jpg,metamyelocyte,METAMYELOCYTE,myelocyte,myelocyte,0.990608,A purple substance in a white background.,A purple substance in a white background.,0,{},"{""cytoplasm_amount"": ""undefined"", ""cytoplasm_color"": ""undefined"", ""granulation"": ""undefined"", ""inclusions"": ""undefined"", ""nuclear_chromatin"": ""undefined"", ""nucleocytoplasmic_ratio"": ""undefined"", ""nucleoli"": ""undefined"", ""nucleus_segments"": ""undefined"", ""nucleus_shape"": ""undefined"", ""size"": ""undefined"", ""villi"": ""undefined""}",A Myelocyte cell.,"{""confidence"": {""cytoplasm_amount"": 0.4, ""cytoplasm_color"": 0.4, ""granulation"": 0.4, ""inclusions"": 0.4, ""nuclear_chromatin"": 0.4, ""nucleocytoplasmic_ratio"": 0.4, ""nucleoli"": 0.4, ""nucleus_segments"": 0.4, ""nucleus_shape"": 0.4, ""size"": 0.4, ""villi"": 0.4}, ""cytoplasm_amount"": ""undefined"", ""cytoplasm_color"": ""undefined"", ""granulation"": ""undefined"", ""inclusions"": ""undefined"", ""nuclear_chromatin"": ""undefined"", ""nucleocytoplasmic_ratio"": ""undefined"", ""nucleoli"": ""undefined"", ""nucleus_segments"": ""undefined"", ""nucleus_shape"": ""undefined"", ""size"": ""undefined"", ""villi"": ""undefined""}",A Myelocyte cell.,A Myelocyte cell.,,
METAMYELOCYTE_926437,Myelocyte,METAMYELOCYTE_926437.jpg,METAMYELOCYTE_926437,ig,/content/drive/MyDrive/TFM/blood-cell-vllm/imagenes/ig/METAMYELOCYTE_926437.jpg,metamyelocyte,METAMYELOCYTE,myelocyte,myelocyte,0.748912,Purple and white cells.,Purple and white cells.,0,{},"{""cytoplasm_amount"": ""undefined"", ""cytoplasm_color"": ""undefined"", ""granulation"": ""undefined"", ""inclusions"": ""undefined"", ""nuclear_chromatin"": ""undefined"", ""nucleocytoplasmic_ratio"": ""undefined"", ""nucleoli"": ""undefined"", ""nucleus_segments"": ""undefined"", ""nucleus_shape"": ""undefined"", ""size"": ""undefined"", ""villi"": ""undefined""}",A Myelocyte cell.,"{""confidence"": {""cytoplasm_amount"": 0.4, ""cytoplasm_color"": 0.4, ""granulation"": 0.4, ""inclusions"": 0.4, ""nuclear_chromatin"": 0.4, ""nucleocytoplasmic_ratio"": 0.4, ""nucleoli"": 0.4, ""nucleus_segments"": 0.4, ""nucleus_shape"": 0.4, ""size"": 0.4, ""villi"": 0.4}, ""cytoplasm_amount"": ""undefined"", ""cytoplasm_color"": ""undefined"", ""granulation"": ""undefined"", ""inclusions"": ""undefined"", ""nuclear_chromatin"": ""undefined"", ""nucleocytoplasmic_ratio"": ""undefined"", ""nucleoli"": ""undefined"", ""nucleus_segments"": ""undefined"", ""nucleus_shape"": ""undefined"", ""size"": ""undefined"", ""villi"": ""undefined""}",A Myelocyte cell.,A Myelocyte cell.,,
METAMYELOCYTE_953769,Neutrophil Band,METAMYELOCYTE_953769.jpg,METAMYELOCYTE_953769,ig,/content/drive/MyDrive/TFM/blood-cell-vllm/imagenes/ig/METAMYELOCYTE_953769.jpg,metamyelocyte,METAMYELOCYTE,band,band,0.992498,A purple substance in a white background.,A purple substance in a white background.,0,{},"{""cytoplasm_amount"": ""wide"", ""cytoplasm_color"": ""azurophilic"", ""granulation"": ""azurophil"", ""inclusions"": ""absent"", ""nuclear_chromatin"": ""condensed/heterogeneous"", ""nucleocytoplasmic_ratio"": ""low"", ""nucleoli"": ""absent"", ""nucleus_segments"": ""0"", ""nucleus_shape"": ""band"", ""size"": ""intermediate"", ""villi"": ""absent""}","A Neutrophil Band cell with intermediate size, low nucleocytoplasmic ratio, a band nucleus (0), condensed/heterogeneous chromatin, absent nucleoli, wide azurophilic cytoplasm, azurophil granulation, absent inclusions, and absent villi.","{""confidence"": {""cytoplasm_amount"": 0.95, ""cytoplasm_color"": 0.95, ""granulation"": 0.95, ""inclusions"": 0.95, ""nuclear_chromatin"": 0.95, ""nucleocytoplasmic_ratio"": 0.95, ""nucleoli"": 0.95, ""nucleus_segments"": 0.95, ""nucleus_shape"": 0.95, ""size"": 0.95, ""villi"": 0.95}, ""cytoplasm_amount"": ""wide"", ""cytoplasm_color"": ""azurophilic"", ""granulation"": ""azurophil"", ""inclusions"": ""absent"", ""nuclear_chromatin"": ""condensed/heterogeneous"", ""nucleocytoplasmic_ratio"": ""low"", ""nucleoli"": ""absent"", ""nucleus_segments"": ""0"", ""nucleus_shape"": ""band"", ""size"": ""intermediate"", ""villi"": ""absent""}","A Neutrophil Band cell with intermediate size, low nucleocytoplasmic ratio, a band nucleus (0), condensed/heterogeneous chromatin, absent nucleoli, wide azurophilic cytoplasm, azurophil granulation, absent inclusions, and absent villi.","A Neutrophil Band cell with intermediate size, low nucleocytoplasmic ratio, a band nucleus (0), condensed/heterogeneous chromatin, absent nucleoli, wide azurophilic cytoplasm, azurophil granulation, absent inclusions, and absent villi.",,
METAMYELOCYTE_95710,Monocyte,METAMYELOCYTE_95710.jpg,METAMYELOCYTE_95710,ig,/content/drive/MyDrive/TFM/blood-cell-vllm/imagenes/ig/METAMYELOCYTE_95710.jpg,metamyelocyte,METAMYELOCYTE,monocyte,monocyte,0.925639,Blood cells in a blood vessel.,Blood cells in a blood vessel.,0,{},"{""cytoplasm_amount"": ""moderate"", ""cytoplasm_color"": ""grayish"", ""granulation"": ""in fine sand"", ""inclusions"": ""absent"", ""nuclear_chromatin"": ""homogeneous/open/low condensed"", ""nucleocytoplasmic_ratio"": ""moderate"", ""nucleoli"": ""absent"", ""nucleus_segments"": ""mononuclear"", ""nucleus_shape"": ""indented"", ""size"": ""high"", ""villi"": ""absent""}","A Monocyte cell with high size, moderate nucleocytoplasmic ratio, a indented nucleus (mononuclear), homogeneous/open/low condensed chromatin, absent nucleoli, moderate grayish cytoplasm, in fine sand granulation, absent inclusions, and absent villi.","{""confidence"": {""cytoplasm_amount"": 0.95, ""cytoplasm_color"": 0.95, ""granulation"": 0.95, ""inclusions"": 0.95, ""nuclear_chromatin"": 0.95, ""nucleocytoplasmic_ratio"": 0.95, ""nucleoli"": 0.95, ""nucleus_segments"": 0.95, ""nucleus_shape"": 0.95, ""size"": 0.95, ""villi"": 0.95}, ""cytoplasm_amount"": ""moderate"", ""cytoplasm_color"": ""grayish"", ""granulation"": ""in fine sand"", ""inclusions"": ""absent"", ""nuclear_chromatin"": ""homogeneous/open/low condensed"", ""nucleocytoplasmic_ratio"": ""moderate"", ""nucleoli"": ""absent"", ""nucleus_segments"": ""mononuclear"", ""nucleus_shape"": ""indented"", ""size"": ""high"", ""villi"": ""absent""}","A Monocyte cell with high size, moderate nucleocytoplasmic ratio, a indented nucleus (mononuclear), homogeneous/open/low condensed chromatin, absent nucleoli, moderate grayish cytoplasm, in fine sand granulation, absent inclusions, and absent villi.","A Monocyte cell with high size, moderate nucleocytoplasmic ratio, a indented nucleus (mononuclear), homogeneous/open/low condensed chromatin, absent nucleoli, moderate grayish cytoplasm, in fine sand granulation, absent inclusions, and absent villi.",,
METAMYELOCYTE_979561,Neutrophil Band,METAMYELOCYTE_979561.jpg,METAMYELOCYTE_979561,ig,/content/drive/MyDrive/TFM/blood-cell-vllm/imagenes/ig/METAMYELOCYTE_979561.jpg,metamyelocyte,METAMYELOCYTE,band,band,0.994034,A cell with purple cells in it.,A cell with purple cells in it.,0,{},"{""cytoplasm_amount"": ""wide"", ""cytoplasm_color"": ""azurophilic"", ""granulation"": ""azurophil"", ""inclusions"": ""absent"", ""nuclear_chromatin"": ""condensed/heterogeneous"", ""nucleocytoplasmic_ratio"": ""low"", ""nucleoli"": ""absent"", ""nucleus_segments"": ""0"", ""nucleus_shape"": ""band"", ""size"": ""intermediate"", ""villi"": ""absent""}","A Neutrophil Band cell with intermediate size, low nucleocytoplasmic ratio, a band nucleus (0), condensed/heterogeneous chromatin, absent nucleoli, wide azurophilic cytoplasm, azurophil granulation, absent inclusions, and absent villi.","{""confidence"": {""cytoplasm_amount"": 0.95, ""cytoplasm_color"": 0.95, ""granulation"": 0.95, ""inclusions"": 0.95, ""nuclear_chromatin"": 0.95, ""nucleocytoplasmic_ratio"": 0.95, ""nucleoli"": 0.95, ""nucleus_segments"": 0.95, ""nucleus_shape"": 0.95, ""size"": 0.95, ""villi"": 0.95}, ""cytoplasm_amount"": ""wide"", ""cytoplasm_color"": ""azurophilic"", ""granulation"": ""azurophil"", ""inclusions"": ""absent"", ""nuclear_chromatin"": ""condensed/heterogeneous"", ""nucleocytoplasmic_ratio"": ""low"", ""nucleoli"": ""absent"", ""nucleus_segments"": ""0"", ""nucleus_shape"": ""band"", ""size"": ""intermediate"", ""villi"": ""absent""}","A Neutrophil Band cell with intermediate size, low nucleocytoplasmic ratio, a band nucleus (0), condensed/heterogeneous chromatin, absent nucleoli, wide azurophilic cytoplasm, azurophil granulation, absent inclusions, and absent villi.","A Neutrophil Band cell with intermediate size, low nucleocytoplasmic ratio, a band nucleus (0), condensed/heterogeneous chromatin, absent nucleoli, wide azurophilic cytoplasm, azurophil granulation, absent inclusions, and absent villi.",,
METAMYELOCYTE_994152,Promyelocyte,METAMYELOCYTE_994152.jpg,METAMYELOCYTE_994152,ig,/content/drive/MyDrive/TFM/blood-cell-vllm/imagenes/ig/METAMYELOCYTE_994152.jpg,metamyelocyte,METAMYELOCYTE,promyelocyte,promyelocyte,0.801276,A purple substance in the blood.,A purple substance in the blood.,0,{},"{""cytoplasm_amount"": ""undefined"", ""cytoplasm_color"": ""undefined"", ""granulation"": ""undefined"", ""inclusions"": ""undefined"", ""nuclear_chromatin"": ""undefined"", ""nucleocytoplasmic_ratio"": ""undefined"", ""nucleoli"": ""undefined"", ""nucleus_segments"": ""undefined"", ""nucleus_shape"": ""undefined"", ""size"": ""undefined"", ""villi"": ""undefined""}",A Promyelocyte cell.,"{""confidence"": {""cytoplasm_amount"": 0.4, ""cytoplasm_color"": 0.4, ""granulation"": 0.4, ""inclusions"": 0.4, ""nuclear_chromatin"": 0.4, ""nucleocytoplasmic_ratio"": 0.4, ""nucleoli"": 0.4, ""nucleus_segments"": 0.4, ""nucleus_shape"": 0.4, ""size"": 0.4, ""villi"": 0.4}, ""cytoplasm_amount"": ""undefined"", ""cytoplasm_color"": ""undefined"", ""granulation"": ""undefined"", ""inclusions"": ""undefined"", ""nuclear_chromatin"": ""undefined"", ""nucleocytoplasmic_ratio"": ""undefined"", ""nucleoli"": ""undefined"", ""nucleus_segments"": ""undefined"", ""nucleus_shape"": ""undefined"", ""size"": ""undefined"", ""villi"": ""undefined""}",A Promyelocyte cell.,A Promyelocyte cell.,,
MYELOCYTE_106861,Metamyelocyte,MYELOCYTE_106861.jpg,MYELOCYTE_106861,ig,/content/drive/MyDrive/TFM/blood-cell-vllm/imagenes/ig/MYELOCYTE_106861.jpg,myelocyte,MYELOCYTE,metamyelocyte,metamyelocyte,0.487246,A purple and white cell.,A purple and white cell.,0,{},"{""cytoplasm_amount"": ""undefined"", ""cytoplasm_color"": ""undefined"", ""granulation"": ""undefined"", ""inclusions"": ""undefined"", ""nuclear_chromatin"": ""undefined"", ""nucleocytoplasmic_ratio"": ""undefined"", ""nucleoli"": ""undefined"", ""nucleus_segments"": ""undefined"", ""nucleus_shape"": ""undefined"", ""size"": ""undefined"", ""villi"": ""undefined""}",A Metamyelocyte cell.,"{""confidence"": {""cytoplasm_amount"": 0.4, ""cytoplasm_color"": 0.4, ""granulation"": 0.4, ""inclusions"": 0.4, ""nuclear_chromatin"": 0.4, ""nucleocytoplasmic_ratio"": 0.4, ""nucleoli"": 0.4, ""nucleus_segments"": 0.4, ""nucleus_shape"": 0.4, ""size"": 0.4, ""villi"": 0.4}, ""cytoplasm_amount"": ""undefined"", ""cytoplasm_color"": ""undefined"", ""granulation"": ""undefined"", ""inclusions"": ""undefined"", ""nuclear_chromatin"": ""undefined"", ""nucleocytoplasmic_ratio"": ""undefined"", ""nucleoli"": ""undefined"", ""nucleus_segments"": ""undefined"", ""nucleus_shape"": ""undefined"", ""size"": ""undefined"", ""villi"": ""undefined""}",A Metamyelocyte cell.,A Metamyelocyte cell.,,
MYELOCYTE_122353,Metamyelocyte,MYELOCYTE_122353.jpg,MYELOCYTE_122353,ig,/content/drive/MyDrive/TFM/blood-cell-vllm/imagenes/ig/MYELOCYTE_122353.jpg,myelocyte,MYELOCYTE,metamyelocyte,metamyelocyte,0.523992,A purple and white substance.,A purple and white substance.,0,{},"{""cytoplasm_amount"": ""undefined"", ""cytoplasm_color"": ""undefined"", ""granulation"": ""undefined"", ""inclusions"": ""undefined"", ""nuclear_chromatin"": ""undefined"", ""nucleocytoplasmic_ratio"": ""undefined"", ""nucleoli"": ""undefined"", ""nucleus_segments"": ""undefined"", ""nucleus_shape"": ""undefined"", ""size"": ""undefined"", ""villi"": ""undefined""}",A Metamyelocyte cell.,"{""confidence"": {""cytoplasm_amount"": 0.4, ""cytoplasm_color"": 0.4, ""granulation"": 0.4, ""inclusions"": 0.4, ""nuclear_chromatin"": 0.4, ""nucleocytoplasmic_ratio"": 0.4, ""nucleoli"": 0.4, ""nucleus_segments"": 0.4, ""nucleus_shape"": 0.4, ""size"": 0.4, ""villi"": 0.4}, ""cytoplasm_amount"": ""undefined"", ""cytoplasm_color"": ""undefined"", ""granulation"": ""undefined"", ""inclusions"": ""undefined"", ""nuclear_chromatin"": ""undefined"", ""nucleocytoplasmic_ratio"": ""undefined"", ""nucleoli"": ""undefined"", ""nucleus_segments"": ""undefined"", ""nucleus_shape"": ""undefined"", ""size"": ""undefined"", ""villi"": ""undefined""}",A Metamyelocyte cell.,A Metamyelocyte cell.,,
MYELOCYTE_123782,Metamyelocyte,MYELOCYTE_123782.jpg,MYELOCYTE_123782,ig,/content/drive/MyDrive/TFM/blood-cell-vllm/imagenes/ig/MYELOCYTE_123782.jpg,myelocyte,MYELOCYTE,metamyelocyte,metamyelocyte,0.856455,A purple substance in a white background.,A purple substance in a white background.,0,{},"{""cytoplasm_amount"": ""undefined"", ""cytoplasm_color"": ""undefined"", ""granulation"": ""undefined"", ""inclusions"": ""undefined"", ""nuclear_chromatin"": ""undefined"", ""nucleocytoplasmic_ratio"": ""undefined"", ""nucleoli"": ""undefined"", ""nucleus_segments"": ""undefined"", ""nucleus_shape"": ""undefined"", ""size"": ""undefined"", ""villi"": ""undefined""}",A Metamyelocyte cell.,"{""confidence"": {""cytoplasm_amount"": 0.4, ""cytoplasm_color"": 0.4, ""granulation"": 0.4, ""inclusions"": 0.4, ""nuclear_chromatin"": 0.4, ""nucleocytoplasmic_ratio"": 0.4, ""nucleoli"": 0.4, ""nucleus_segments"": 0.4, ""nucleus_shape"": 0.4, ""size"": 0.4, ""villi"": 0.4}, ""cytoplasm_amount"": ""undefined"", ""cytoplasm_color"": ""undefined"", ""granulation"": ""undefined"", ""inclusions"": ""undefined"", ""nuclear_chromatin"": ""undefined"", ""nucleocytoplasmic_ratio"": ""undefined"", ""nucleoli"": ""undefined"", ""nucleus_segments"": ""undefined"", ""nucleus_shape"": ""undefined"", ""size"": ""undefined"", ""villi"": ""undefined""}",A Metamyelocyte cell.,A Metamyelocyte cell.,,
MYELOCYTE_150566,Metamyelocyte,MYELOCYTE_150566.jpg,MYELOCYTE_150566,ig,/content/drive/MyDrive/TFM/blood-cell-vllm/imagenes/ig/MYELOCYTE_150566.jpg,myelocyte,MYELOCYTE,metamyelocyte,metamyelocyte,0.509975,A purple circle with white dots.,A purple circle with white dots.,0,{},"{""cytoplasm_amount"": ""undefined"", ""cytoplasm_color"": ""undefined"", ""granulation"": ""undefined"", ""inclusions"": ""undefined"", ""nuclear_chromatin"": ""undefined"", ""nucleocytoplasmic_ratio"": ""undefined"", ""nucleoli"": ""undefined"", ""nucleus_segments"": ""undefined"", ""nucleus_shape"": ""undefined"", ""size"": ""undefined"", ""villi"": ""undefined""}",A Metamyelocyte cell.,"{""confidence"": {""cytoplasm_amount"": 0.4, ""cytoplasm_color"": 0.4, ""granulation"": 0.4, ""inclusions"": 0.4, ""nuclear_chromatin"": 0.4, ""nucleocytoplasmic_ratio"": 0.4, ""nucleoli"": 0.4, ""nucleus_segments"": 0.4, ""nucleus_shape"": 0.4, ""size"": 0.4, ""villi"": 0.4}, ""cytoplasm_amount"": ""undefined"", ""cytoplasm_color"": ""undefined"", ""granulation"": ""undefined"", ""inclusions"": ""undefined"", ""nuclear_chromatin"": ""undefined"", ""nucleocytoplasmic_ratio"": ""undefined"", ""nucleoli"": ""undefined"", ""nucleus_segments"": ""undefined"", ""nucleus_shape"": ""undefined"", ""size"": ""undefined"", ""villi"": ""undefined""}",A Metamyelocyte cell.,A Metamyelocyte cell.,,
